id,title,fileName,File Type,externalUrl,sequence,Privacy Controls,canMarket,sfw,caption,price,bowAgreements,benefitting,year,medium,materials,dimensions,location,geo,genre,subset,references,languages,credits,pressLink,distributor,techSpecs,tags,createdAt,updatedAt,userId
58,The Chamber,Lilith_6_TheChamber.jpg,Image,,6,1,TRUE,FALSE,"You are entering The Chamber.                                                                                                                                                                                 When you are entering The Chamber your profane world is left behind.
You are now in an alternative universe,  where your obscure desires and fantasies become realiaty.
Are you ready?""",,TRUE,,,photography,Canon 7D,,New York,,erotic/fetish art,The Chamber Series,,english,Collaboration with Marcelle Marais and Sheena.                                                                                                                                            Wardrobe Tableaux Vivants.,,,,"{bdsm, domination, submission, sexmagick}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,10
59,Human Flesh,Lilith_8_HumanFlesh.jpg,Image,,8,2,TRUE,FALSE,"Human Flesh

She was a a doomed angel with more love for humanity than even her immortal body could contain. Daily she would listen to the reverence of humankind and shower it with her otherworldly affection. On the day she burst, she could no longer hear their prayers. They had forgotten her. She condemned those mortals, and shed her ethereal form to reveal the fanatical, vengeful creature beneath. She could not die, so she traipsed the surface of the earth, wailing, mourning humankind’s unrequited love.

She was monstrous.",,TRUE,,2020,photography,Canon 7D,,New York,,erotic/identity/fetish art,Human Flesh,,english,Collaboration with Kathryn Kane. Wardrobe Lasegue.falret.,,,,"{bdsm, burlesque, religiousfanatism, gender}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,10
60,Chantico,Lilith_4_Chantico.jpg,Image,,4,1,TRUE,TRUE,"Dia Dynasty as Chantico. She wears red and reaps Pleasure and Pain. Radiant Serpentine Grace. She Who Dwells in the House. Goddess of Fire and War. Guardian of animals, metals and minerals, Her Domain. She takes possession of Her Offering and makes Her mark on him, binding his soul to Her promise of protection and power.",,TRUE,,,photography,Canon 7D,,New York,,erotic/occult/fetish art,Chantico,,english,Collaboration with Dia Dynasty,,,,"{bdsm, shamanatrix, sacred, ritual, sexmagick}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,10
61,Homunculus,M0ther_Homunculus-m0ther.jpeg,Image,,2,1,TRUE,TRUE,"How the body is viewed informs us on the ways that the dynamics of power alter relationships between people and the individual’s object-subject-hood. Objectification is often a process that female bodies are subjected to, losing agency and empathy in the process. By abstracting and deconstructing the male form, I remove its usual role as “subject,” allowing for a new context in which to view the male body. 
",1500,TRUE,,2020,painting,oil on canvas,24”x24” in,,,,,,English,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,11
62,L’Origine du Monde,M0ther_LOrigine_du_Monde-m0ther.jpeg,Image,,3,1,TRUE,TRUE,"I'm interested in re-contextualizing the narratives of sexual labor. Here, the only body visible is of the (presumed) client, headless, anonymous, but offering a brief glimpse into a moment of intimacy through the eyes of a sex worker. A visual shift in the cultural script of sexual commerce. ",800,TRUE,,2018,painting,oil on wood panel,16”x20” in,,,,,Gustave Courbet,English,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,11
63,Holden,M0ther_Holden-m0ther.jpeg,Image,,1,1,TRUE,TRUE,"“...If you want to know the truth, I’m a virgin. I really am. I’ve had quite a few opportunities to lose my virginity and all, but I’ve never got around to it yet…The thing is, most of the time when you’re coming pretty close to doing it with a girl—a girl that isn’t a prostitute or anything, I mean—she keeps telling you to stop. The trouble with me is, I stop. Most guys don’t. I can’t help it.”",2500,TRUE,,2020,painting,oil on canvas,30”x48” in,,,,,The Catcher in the Rye,English,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,11
64,A Digital Encounter,Mistress_Phoenix_ADigitalEncounter.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
65,In Bloom,Mistress_Phoenix_InBloom.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
66,Ten Cuidado,Mistress_Phoenix_TenCuidado.jpg,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
67,Boots and Shapes,Mistress_Phoenix_BootsandShapes.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
68,Backstage Preparation,Mistress_Phoenix_BackstagePreparation.JPG,Image,,,1,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
69,Cognitive Dissonance,Mistress_Phoenix_CognitiveDissonance.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
70,Flawed Transmission,Mistress_Phoenix_FlawedTransmission.MOV,Video,https://vimeo.com/511205742/2e67eb3169,,1,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
71,Binding Invitation,Mistress_Phoenix_BindingInvitation.jpg,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
72,My Favorite Whip,Mistress_Phoenix_MyFavoriteWhip.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
73,Some Brown on Brown,Mistress_Phoenix_SomeBrownonBrown.JPG,Image,,,2,FALSE,FALSE,,,TRUE,,,digital photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,12
74,wet web,Mistrexx_Mars_wet_web.mp4,Video,https://vimeo.com/514141204/3f4f9868c4,1,1,TRUE,FALSE,,,TRUE,,2021,video,"fishnets, skin, labia, tongue, voice, iphone 11",3min excerpt from 8min digital video,NYC,,Erotic film,,,"english,applies to all",,,,"APPLIES TO ALL: If any video is too large to upload, please take a screen cap of a still you find interesting (i trust your judgement) and use the still in lieu of the video excerpt.","{sex work,skin,body art,body horror,video,film,sound art}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
75,floral anus,Mistrexx_Mars_floralanus.jpg,Image,,4,1,TRUE,TRUE,,,TRUE,,2019,sculpture,"silicone, faux fur, acrylic, LED lights",Sculpture dimensions as seen installed: 2 feet wide by 4 feet high,nyc,,Installation,,,,,,,,"{skin,body art,body horror,silicone}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
76,excision 3,Mistrexx_Mars_excision3.mov,Video,https://vimeo.com/514141502/455d3bb1b1,8,1,TRUE,FALSE,,,TRUE,,2019,"video,performance","latex, silicone, unidentified contents",Digital video 1 min long,nyc,,"Video,performance",,,,,,,,"{skin,body art,body horror,silicone,performance,surgery}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
77,self portrait in quicksilver,Mistrexx_Mars_self_portrait_in_quicksilver.jpg,Image,,9,1,TRUE,TRUE,,,TRUE,,2020,photography,"photography, self-shot and self-styled and edited",Photograph dimensions: varies,nyc,,"Photography,self portraiture",,,,,,,,"{photography,self portraiture}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
78,excision 2,Mistrexx_Mars_excision2.mp4,Video,https://vimeo.com/514143433/f5bc3f5657,7,1,TRUE,TRUE,,,TRUE,,2019,"video,performance","faux fur, latex, silicone, unidentified contents",Digital video 51 seconds,nyc,,"Video,performance",,,,,,,,"{skin,body art,body horror,silicone,performance,surgery}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
79,"heart, pod, eggs",Mistrexx_Mars_heart_pod_eggs.jpg,Image,,2,1,TRUE,TRUE,,,TRUE,,2019,sculpture,"silicone, pigments, steel, beads",Approx 18 inches by 5 inches,nyc,,"Sculpture,body horror",,,,,,,,"{skin,body art,body horror,silicone}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
80,transintimacy (internal portrait),Mistrexx_Mars_transintimacy_internalportrait.mp4,Video,https://vimeo.com/514142800/e9b0a59d5e,6,1,TRUE,TRUE,,,TRUE,,2019,"video,temporary sculpture","video, slime, voice",Digital video 2:21 mins long,nyc,,"Video,manifesto",,,,,,,,"{experimental video,audio,sound design,manifesto,spoken word,poetry}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
81,my heart is in my ass (for Bob Flanagan),Mistrexx_Mars_my_heart_is_in_my_ass.jpg,Image,,5,1,TRUE,TRUE,"This is a photograph of ephemera from a private, recorded performance I made in dedication to the late body artist Bob Flanagan. The cherry preserves, which act as a blood enema, were inserted into my colon, followed by the heart shaped butt plug I made myself.",,TRUE,,2019,"sculpture,photography,private performance documentation","cherry preserves, petri dish, silicone, steel chain",Objects: approx 2 inches wide each. Photograph dimensions: varies,nyc,,"Body art,performance art",,See work description,,,,,,"{skin,body art,body horror,silicone,performance art}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
82,lotus pod I (exhibition documentation),Mistrexx_Mars_pod_documentation_mx_mars.mp4,Video,https://vimeo.com/514143156/5d28183df7,3,1,TRUE,TRUE,,,TRUE,,2019,"sculpture,video","silicone, pigments, faux fur, j lube, water beads, public interaction, video documentation",Sculpture: 3 feet wide 1.5 feet tall,nyc,,"Interactive sculpture,body horror,happenings",,,,,,,,"{skin,body art,body horror,silicone,performance,interactive}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
83,vhs feedback loop #1,Mistrexx_Mars_feedback_loop_test_1_final.mp4,Video,https://vimeo.com/514142591/79d526d433,10,1,TRUE,TRUE,,,TRUE,,2021,analog and digital video,"analog VHS to CRT footage, aftereffects",1:38 min excerpt of a 5 min video,nyc,,Video,,,,,,,,"{analogue,analog,VHS,CRT,experimental video}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,13
84,Easter,Natasha_Gornik_Easter.jpg,Image,,1,2,TRUE,FALSE,,,TRUE,,2012,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
85,Nadja,Natasha_Gornik_Nadja.jpg,Image,,3,1,TRUE,TRUE,,,TRUE,,2013,Photography,,,Paris,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
86,Cuckolding ,Natasha_Gornik_Cuckolding.jpg,Image,,6,2,TRUE,FALSE,,,TRUE,,2011,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
87,Blunt & Hawthorne,Natasha_Gornik_Blunt_Hawthorne.jpg,Image,,8,2,TRUE,FALSE,,,TRUE,,2017,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
88,Alex's Studio ,Natasha_Gornik_Alex_Studio.jpg,Image,,7,2,TRUE,FALSE,,,TRUE,,2011,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
89,Troy's Studio,Natasha_Gornik_Troy_Studio.jpg,Image,,5,2,TRUE,FALSE,,,TRUE,,2015,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
90,Heel,Natasha_Gornik_Heel.jpg,Image,,10,2,TRUE,FALSE,,,TRUE,,2013,Photography,,,London,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
91,Domme Jaguar & Couple ,Natasha_Gornik_Jaquar_Couple.jpg,Image,,4,2,TRUE,FALSE,,,TRUE,,2012,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
92,Lovers,Natasha_Gornik_Lovers.jpg,Image,,2,2,TRUE,FALSE,,,TRUE,,2020,Photography,,,Wisconsin,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
93,Easter II,Natasha_Gornik_Easter_II.jpg,Image,,9,2,TRUE,FALSE,,,TRUE,,2012,Photography,,,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,14
94,The Things That People Say We Are (1),Red_The_Things_That_People_Say_We_Are_1.jpg,Image,,,1,TRUE,TRUE,,,TRUE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
95,The Things That People Say We Are PDF/Artist Statement ,Red_The_Things_That_People_Say_We_Are.pdf,Document,https://www.yumpu.com/en/document/read/65308193/red-the-things-that-people-say-we-are,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
96,The Things That People Say We Are (6),Red_The_Things_That_People_Say_We_Are_6.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
97,"Marx was right, Lenin needs correcting (1)",Red_Marx_was_right_Lenin_needs_correcting_1.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, acrylic on canvas ",,NYC,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
98,The Things That People Say We Are (2),Red_The_Things_That_People_Say_We_Are_2.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
99,The Things That People Say We Are (7),Red_The_Things_That_People_Say_We_Are_7.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
100,The Things That People Say We Are (5),Red_The_Things_That_People_Say_We_Are_5.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
101,The Things That People Say We Are (4),Red_The_Things_That_People_Say_We_Are_4.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
102,The Things That People Say We Are (8),Red_The_Things_That_People_Say_We_Are_8.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
103,The Things That People Say We Are (3),Red_The_Things_That_People_Say_We_Are_3.jpg,Image,,,4,TRUE,TRUE,,,FALSE,,2017,,"mixed materials. found objects, beeswax, graphite, acrylic on canvas ",see artist statement ,Chicago,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,15
104,Headcage,Yin_Q_Headcage_27.jpeg,Image,,1,1,TRUE,FALSE,Portrait of a mind fkr. Original photo by Natasha Gornik.,,TRUE,,2011,photo,,,,,portrait,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,16
105,Tender,Yin_Q_Tender.jpg,Image,,2,4,TRUE,FALSE,Portrait of a mind fkr. Original photo by Natasha Gornik.,,TRUE,,2013,photo,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,16
106,Stonewall 50 Celebration with Tiona McClodden,Yin_Q_Stonewall_50_Celebration_with_Tiona_McClodden.png,Image,,3,4,TRUE,FALSE,Speech on sex work and kink culture in art. Photo by Ephraim Gonzalez.,,FALSE,,2019,photo,,,Whitney Museum,,,,"See ""Whitney Speech""",,"In collaboration with 2019 Whitney Biennial artist Tiona Nekkia McClodden and inspired by the Meatpacking District’s queer club culture, the Whitney celebrates the fiftieth anniversary of the Stonewall Riots",,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,16
107,Whitney Speech,Yin_Q_Whitney_Museum_Tiona_Nekkia_McClodden.pdf,Document,https://www.yumpu.com/en/document/read/65308336/yin-q-whitney-museum-with-tiona-nekkia-mcclodden,,4,TRUE,FALSE,,,FALSE,,,,,,,,,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,16
108,Daymares 1,Ze_Royale_Daymares_1.jpeg,Image,,1,2,TRUE,FALSE,"Everyone talks about nightmares, but what about the erotic anxiety we experience during the day?",,TRUE,,82018,photo,camera,Silvia Maggi: photographer,"Betonest- Stolpe, Germany","Stolpe, Germany",photography,Daymares,,English,Silvia Maggi,,nowhere yet,,"{erotic, anxiety, experimental}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,17
109,Daymares 2,Ze_Royale_Daymares_2.JPG,Image,,2,2,TRUE,FALSE,"daymares:: the fantasy being better than the reality, someone is so wrong they are right, or, so right they are wrong, fearing loss of interest, the gray areas of desire, feeling unsure, complex decisions, trauma bonding, monotony and the in-between, what will it be like after the quarantine..these are daymares.",,TRUE,,82018,photo,camera,Silvia Maggi: photographer,"Betonest- Stolpe, Germany","Stolpe, Germany",photography,Daymares,,English,Silvia Maggi,,nowhere yet,,"{erotic, anxiety, experimental}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,17
110,Daymares 3,Ze_Royale_Daymares_3.JPG,Image,,3,2,TRUE,FALSE,"At times of social distancing we are struggling with the dystopia idea, that we may not be as connected as we once were. This is a solar punk vision of what types of relationships we will form in our future lives<^>",,TRUE,,82018,photo,camera,Silvia Maggi: photographer,"Betonest- Stolpe, Germany","Stolpe, Germany",photography,Daymares,,English,Silvia Maggi,,nowhere yet,,"{erotic, anxiety, experimental}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,17
111,Daymares track: The Neighbourhood Character/Ze Royale Collaboration,Ze_Royale_Daymares_Diasporic_Futurism.pdf,Document,https://www.yumpu.com/en/document/read/65308339/ze-royale-daymares-diasporic-futurism,4,2,TRUE,TRUE,see description above.,,TRUE,,4202019,music,computer/sound equipment,can send the original wave file at your request*,"Berlin, Germany","Berlin, Germany",music,Daymares,,English,The Neighbourhood Character,,bandcamp,,"{erotic, anxiety, experimental, electronic, music, cerebral, ambient}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,17
112,Daymares Diasporic Futurism,Ze_Royale_Daymares_Diasporic_Futurism.mp4,Video,https://vimeo.com/514146674/03301ffb19,5,2,TRUE,FALSE,see description above.,,TRUE,,82018,music/video,computer/editing programs/,video file compressed,Stolpe/Berlin,Germany,video,Daymares,,English,Silvia Maggi & The Neighbourhood Character,,nowhere yet,"this is raw footage and pretty no frills. If there ar eedit suggestions, feel free to let me know~ ","{erotic, anxiety, experimental, electronic, music, cerebral, ambient}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,17
113,THE LEATHER ROOM,Liminal_Praxis_THE_LEATHER_ROOM_Web.jpg,Image,,1,2,TRUE,TRUE,"My online erotic space has three virtual rooms; bone, jewel and leather. This is how I imagine the leather room.",,TRUE,,2020,COLLAGE,"PAPER, GLUE","14x17""",NYC,NYC,collage,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
114,TABOO_2021,Liminal_Praxis_TABOO_2021_Web.jpg,Image,,2,2,TRUE,TRUE,"Such funny creatures are mouths. Uncanny. Like aliens, they talk and breathe and lick and bite and chew and yawn and whistle and kiss and suck. All at one place. Now covered for fear.",,TRUE,,2021,COLLAGE,"MYLAR, WOOD, GLUE, CONTACT PAPER","16x8""",NYC,NYC,collage,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
115,MORE TABOO_2021,Liminal_Praxis_MORE_TABOO_2021_Web.jpg,Image,,3,4,TRUE,TRUE,"I am thinking about the taboo of seeing the mouth in 2020, but also the fear of what these mouths may say, as we increase policing and censorship.",,TRUE,,2021,COLLAGE,"MYLAR, WOOD, GLUE, CONTACT PAPER","16x8""",NYC,NYC,collage,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
116,CEO,Liminal_Praxis_CEO_Web.jpg,Image,,4,1,TRUE,TRUE,I've always been as drawn to men's suits as sites of power as I have been to subverting that very meaning. ,,TRUE,,2016,FIBERS,"Grey Suiting, Pink Silk, Paracord","11X14""",NYC,NYC,painting,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
117,THESE ARCHES,Liminal_Praxis_THESE_ARCHES_Web.jpg,Image,,5,1,TRUE,TRUE,Arched heels at the bottom of a stocking held up by a garter belt mimicking the arches of neo classical architecture.,,TRUE,,2015,FIBERS,"Canvas, Silk Garter Belt","14x14""",NYC,NYC,painting,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
118,INTERRUPTED FANTASY (Latex Study),Liminal_Praxis_INTERRUPTED_FANTASY_Web.jpg,Image,,6,1,TRUE,TRUE,"He emerged from the bathroom in his rubber suit with his Hitachi vibrator in hand and walked over to me, standing above me as he plugged it into the wall. He growled in his familiar way and I involuntarily moaned back as I reached towards him. I gave him the look that meant he could come closer, immediate permission with just a glance. I put my mouth on his latex covered thigh, tasting the caustic warm rubber, moving my tongue back and forth on his body tasting every flavor of wrong.",,TRUE,,2021,FIBERS,Worn latex,"14x24""",NYC,NYC,painting,,,,,,,,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
119,SUSPENSION 1,Liminal_Praxis_SUSPENSION_1_Web.jpg,Image,,7,1,TRUE,TRUE,"The inception for this piece began when I came into my first quarantine in March 2020. I packed 6,000 feet of black paracord. I tried to treat the whole experience of quarantine as if it were a project and task myself with crocheting a calendar for the time, trusting a natural end point through discomfort and uncertainty.",20000,TRUE,,2020,FIBERS,Paracord,"70x112"" h, ongoing",NYC,NYC,installation sculpture,,,,"Valentin Gienger, photographer",,,The three images of Suspension are all of the same piece,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
120,SUSPENSION 2,Liminal_Praxis_SUSPENSION_2_Web.jpg,Image,,8,1,TRUE,TRUE,"This piece also symbolizes the ongoing time that I have been involved in kink praxis, which marks 20 years at the end of 2021.",20000,TRUE,,2020,FIBERS,Paracord,"70x112"" h, ongoing",NYC,NYC,installation sculpture,,,,"Valentin Gienger, photographer",,,The three images of Suspension are all of the same piece,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
121,SUSPENSION 3,Liminal_Praxis_SUSPENSION_3_Web.jpg,Image,,9,1,TRUE,FALSE,,20000,TRUE,,2020,FIBERS,Paracord,"70x112"" h, ongoing",NYC,NYC,installation sculpture,,,,"Valentin Gienger, photographer",,,The three images of Suspension are all of the same piece,,2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
122,Better Working Conditions,Squiggles_and_Sluts_FSSW_Deserve_Better_Working_Conditions.JPG,Image,,1,1,TRUE,FALSE,"If we aren’t working to improve working conditions for full service sex workers then our sex worker activism is pointless! Fuck the whorearchy! There are so many ways to do full service sex work. There are so many different types of sex workers in our community! I see and hear a lot of whorephobia from strippers, we have to do better! Let’s not forget that strippers can be full service sex workers too. If you say you support all sex workers then really mean it. 🌹 DECRIM ALL SEX WORK 🌹",,TRUE,,2020,Digital Painting,Digital Painting,"digital file, square",Piscataway Territory (So-called Baltimore MD),,political erotic art,,,english,,,Prints and merch can be found on my website store squigglesandsluts.com/shop (this applies to all the artwork listed),,"{sex work,fssw,stripper,decriminalize sex work,whorephobia,whorearchy,stigma,sex work is work}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
123,Black Women Invented Modern Stripping and Pole Dance,Squiggles_and_Sluts_Black_Women_Invented_Modern_Stripping_and_Pole_Dance.jpg,Image,,2,1,TRUE,TRUE,"Inspired by a tweet by @sequinmicrobikini ✨ Black lives matter should be an integral part of any SW’s belief system. Black sex workers have always been at the frontlines of police violence, discrimination and amplified danger of stigmatized work. Despite this, black sex workers have been incredibly resilient and have created a beautiful and intricate culture surrounding sex work. I’m so grateful for every black sex worker who has ever offered me a piece of advice on my hustle, fixed my hair for me, had my back w a customer, showed me a dance move, etc the list goes on forever. Non black SW -LITERALLY- owe everything we pride ourselves on to black SW. Its so important that we are regularly setting aside a significant percentage of our income to redistribute to black SW and organizations that support particularly trans and street based SW. You can donate to a relief fund for black SW organized by @thegizellemarie in the link in my bio. You can also donate to a mutual aid fund for SW of color via cashapp to $venuscuffs . I’m super excited to see what’s going on with the @pdxstripperstrike as dancers and other strip club staff are organizing to combat racism in the industry. There are so many ways to show up right now so let’s stay plugged in, stay active, drink water, eat a vegetable, and check on your friends. We need to stay focused to manifest a better world thru decriminalization, black liberation, decolonization and tearing down the raging machine known as capitalism ✨
EDIT: forgot to add- @doroshow (founder of G.L.I.T.S) is accepting donations for black trans women via her website. The link is in my bio as well!",,TRUE,,2020,Digital Painting,Digital Painting,"digital file, square",Piscataway Territory (So-called Baltimore MD),,political art,,inspired by a tweet from @sequinmicrobikini,english,,,,,"{black lives matter,stripping,pole dance,stripper,whorearchy}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
124,Evening Breeze Thru The Window,Squiggles_and_Sluts_Evening_Breeze_Thru_The_Window.JPG,Image,,3,1,TRUE,FALSE,"I’m dreaming of tender times 🥺 all I wanna draw lately is mushy gay shit and squiggles. I drew a lot of this during a thunderstorm, which was kind of magical. Hope this made u think of a queer whose ass ur gonna eat as soon as we can touch each other again. U can send this post to let them know 🥵👅",,TRUE,,2020,Digital Painting,Digital Painting,"digital file, square",Piscataway Territory (So-called Baltimore MD),,erotic art,,,english,,,,,"{queer,intimacy,gay,kink,kiss,sex work is work,cozy,drawing}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
125,Hustle Flow,Squiggles_and_Sluts_Hustle_Flow.mov,Video,https://vimeo.com/514146345/21f4d74359,4,1,TRUE,FALSE,You are what inspire me to make my animations and drawings! Sex workers are pure magic. This is an ode to all the beauty and light we bring to the world and to our clients. We are all truly gems. Love you all 💕✨🌹 ,,TRUE,,2019,Digital Animation,Digital Animation,video 1:48,Piscataway Territory (So-called Baltimore MD),,erotic art,,,english,,,,,"{strippers,animation,stripper,sex work is work,flow,gay,queer,dancer,dance}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
126,Intoxicated Vision,Squiggles_and_Sluts_Intoxicated_Vision.JPG,Image,,5,1,TRUE,TRUE,blurry hustling babe team💸👠✨💕club lighting really does the trick. And the trick sees what he wants to see in his intoxication,,TRUE,,2018,Painting,Paint and Jewels on Paper,18 x 22 '',Piscataway Territory (So-called Baltimore MD),,erotic art,,,english,,,,,"{strippers,trick,strip club,sex work is work,sex work,painting}",2021-02-19 01:48:30.391-05,2021-02-19 01:48:30.391-05,
